"metabolite","species","rho","p","FDR","abs_rho","sig_p05","sig_fdr05","sig_fdr10"
"N-Acetylglycine","Escherichia coli",-0.053548239365881,0.592975450495637,0.724747772828001,0.053548239365881,FALSE,FALSE,FALSE
"Malic acid","Haemophilus parainfluenzae",0.0794321606258968,0.427432138077536,0.725928533232517,0.0794321606258968,FALSE,FALSE,FALSE
"Malic acid","Veillonella parvula",0.0736471195568184,0.461954521147965,0.725928533232517,0.0736471195568184,FALSE,FALSE,FALSE
"Pseudouridine","Prevotella denticola",-0.0698817591115187,0.485222995766336,0.727853249613955,0.0698817591115187,FALSE,FALSE,FALSE
"Pseudouridine","Haemophilus parainfluenzae",-0.0604366130129095,0.546236518268044,0.727853249613955,0.0604366130129095,FALSE,FALSE,FALSE
"Pseudouridine","Veillonella parvula",-0.0460913624373694,0.645510861252488,0.727853249613955,0.0460913624373694,FALSE,FALSE,FALSE
"Pseudouridine","Streptococcus salivarius",-0.0445499529013151,0.656602988749649,0.727853249613955,0.0445499529013151,FALSE,FALSE,FALSE
"Pseudouridine","Prevotella melaninogenica",0.0438472449623662,0.661684772376322,0.727853249613955,0.0438472449623662,FALSE,FALSE,FALSE
"Lactic acid","Veillonella parvula",0.0626429306003252,0.531656037874845,0.731027052077911,0.0626429306003252,FALSE,FALSE,FALSE
"Dihydrothymine","Haemophilus parainfluenzae",0.0434412196345607,0.664628063410473,0.731090869751521,0.0434412196345607,FALSE,FALSE,FALSE
"p-Anisic acid","Veillonella parvula",0.0343909207845548,0.731484032181849,0.731484032181849,0.0343909207845548,FALSE,FALSE,FALSE
"Dihydrothymine","Prevotella melaninogenica",-0.033488801793479,0.738269652036472,0.738269652036472,0.033488801793479,FALSE,FALSE,FALSE
"Citric acid/Isocitric acid","Veillonella parvula",0.0424968871352226,0.671493224952232,0.738642547447455,0.0424968871352226,FALSE,FALSE,FALSE
"Citric acid/Isocitric acid","Veillonella atypica",-0.0327095146332135,0.744147579924773,0.744147579924773,0.0327095146332135,FALSE,FALSE,FALSE
"Methylimidazoleacetic acid","Veillonella parvula",-0.0971555540919606,0.331334008525631,0.749217577623419,0.0971555540919606,FALSE,FALSE,FALSE
"Methylimidazoleacetic acid","Prevotella denticola",-0.0883652123572179,0.377141603929695,0.749217577623419,0.0883652123572179,FALSE,FALSE,FALSE
"Methylimidazoleacetic acid","Bifidobacterium breve",-0.0776095332757203,0.438145818757831,0.749217577623419,0.0776095332757203,FALSE,FALSE,FALSE
"Methylimidazoleacetic acid","Prevotella melaninogenica",-0.0697208671179368,0.486230976752172,0.749217577623419,0.0697208671179368,FALSE,FALSE,FALSE
"Methylimidazoleacetic acid","Veillonella atypica",0.0596160938914426,0.551708276956574,0.749217577623419,0.0596160938914426,FALSE,FALSE,FALSE
"Methylimidazoleacetic acid","Streptococcus salivarius",-0.042744604857887,0.669689710265614,0.749217577623419,0.042744604857887,FALSE,FALSE,FALSE
"Methylimidazoleacetic acid","Haemophilus parainfluenzae",-0.0411806902924544,0.681106888748562,0.749217577623419,0.0411806902924544,FALSE,FALSE,FALSE
"Benzoic acid/4-Hydroxybenzaldehyde","Haemophilus parainfluenzae",-0.160846722638196,0.106313839885728,0.750266155823184,0.160846722638196,FALSE,FALSE,FALSE
"Benzoic acid/4-Hydroxybenzaldehyde","Eggerthella lenta",0.126472298614786,0.20527746043458,0.750266155823184,0.126472298614786,FALSE,FALSE,FALSE
"Benzoic acid/4-Hydroxybenzaldehyde","Veillonella parvula",0.119107326094677,0.233124285718141,0.750266155823184,0.119107326094677,FALSE,FALSE,FALSE
"Benzoic acid/4-Hydroxybenzaldehyde","Bifidobacterium breve",0.102465188475289,0.305460446954879,0.750266155823184,0.102465188475289,FALSE,FALSE,FALSE
"Benzoic acid/4-Hydroxybenzaldehyde","Bifidobacterium longum",0.0952343378500538,0.34103007082872,0.750266155823184,0.0952343378500538,FALSE,FALSE,FALSE
"Hexoses","Prevotella denticola",-0.0497546558447939,0.619462625775433,0.757120987058863,0.0497546558447939,FALSE,FALSE,FALSE
"Hydroxypentanoic acid","Haemophilus parainfluenzae",0.106250796695074,0.287842154866044,0.760657481591206,0.106250796695074,FALSE,FALSE,FALSE
"Hydroxypentanoic acid","Bifidobacterium dentium",-0.0943109261803488,0.345753400723276,0.760657481591206,0.0943109261803488,FALSE,FALSE,FALSE
"N-Acetyl-L-tryptophan","Bifidobacterium breve",-0.0519161106041551,0.604308551356298,0.760766427817119,0.0519161106041551,FALSE,FALSE,FALSE
"N-Acetyl-L-tryptophan","Streptococcus salivarius",-0.0502963130774004,0.615649716904919,0.760766427817119,0.0502963130774004,FALSE,FALSE,FALSE
"N-Acetyl-L-tryptophan","Prevotella denticola",-0.0458814250082106,0.647017099769508,0.760766427817119,0.0458814250082106,FALSE,FALSE,FALSE
"N-Acetyl-L-tryptophan","Eggerthella lenta",0.0397512371634857,0.691605843470108,0.760766427817119,0.0397512371634857,FALSE,FALSE,FALSE
"N-Acetyl-L-tryptophan","Haemophilus parainfluenzae",0.0293572933669876,0.769596212687956,0.769596212687956,0.0293572933669876,FALSE,FALSE,FALSE
"Succinate","Veillonella parvula",0.0686544782710021,0.492939952704064,0.774619925677814,0.0686544782710021,FALSE,FALSE,FALSE
"N-Acetyl-l-phenylalanine","Escherichia coli",0.028449270692484,0.776533099310284,0.776533099310284,0.028449270692484,FALSE,FALSE,FALSE
"Methylimidazoleacetic acid","Escherichia coli",0.0283983370469236,0.776922735622541,0.776922735622541,0.0283983370469236,FALSE,FALSE,FALSE
"Hexadecanedioic acid","Eggerthella lenta",0.0474368415059219,0.635891637741484,0.777200890572925,0.0474368415059219,FALSE,FALSE,FALSE
"Indolelactic acid","Veillonella atypica",0.0425246357948085,0.671291107266919,0.786927254707369,0.0425246357948085,FALSE,FALSE,FALSE
"Indolelactic acid","Veillonella parvula",-0.0365419453748158,0.715388413370335,0.786927254707369,0.0365419453748158,FALSE,FALSE,FALSE
"Decanoylcarnitine","Veillonella parvula",-0.0357268202669274,0.721473597241457,0.793620956965603,0.0357268202669274,FALSE,FALSE,FALSE
"N-Acetyl-L-alanine","Eggerthella lenta",-0.0913422256526974,0.361215017178755,0.794673037793262,0.0913422256526974,FALSE,FALSE,FALSE
"N6-Acetyl-L-lysine","Haemophilus parainfluenzae",0.0250374336294546,0.802751007165573,0.802751007165573,0.0250374336294546,FALSE,FALSE,FALSE
"Phenylalanine","Streptococcus salivarius",-0.0413834749450184,0.679622348081155,0.809605634306007,0.0413834749450184,FALSE,FALSE,FALSE
"Phenylalanine","Eggerthella lenta",-0.0337895605767797,0.73600512209637,0.809605634306007,0.0337895605767797,FALSE,FALSE,FALSE
"Octanoylcarnitine","Streptococcus salivarius",0.0541291182295366,0.588965247200605,0.809827214900832,0.0541291182295366,FALSE,FALSE,FALSE
"N-Acetylneuraminic acid","Escherichia coli",-0.0238765611799463,0.811723311763688,0.811723311763688,0.0238765611799463,FALSE,FALSE,FALSE
"Malic acid","Bifidobacterium breve",0.0534954155006889,0.59334074018631,0.815843517756175,0.0534954155006889,FALSE,FALSE,FALSE
"N-Acetylglycine","Bifidobacterium dentium",-0.0329803486419324,0.742103076096984,0.816313383706683,0.0329803486419324,FALSE,FALSE,FALSE
"Hexanoylcarnitine","Prevotella denticola",0.0641365935287674,0.521896665065173,0.8201233308167,0.0641365935287674,FALSE,FALSE,FALSE
"Oxovaleric acid","Streptococcus salivarius",0.0387751172040402,0.698809034528191,0.820177733923907,0.0387751172040402,FALSE,FALSE,FALSE
"Oxovaleric acid","Bifidobacterium longum",-0.0267805906389582,0.789326574287775,0.820177733923907,0.0267805906389582,FALSE,FALSE,FALSE
"Oxovaleric acid","Prevotella melaninogenica",-0.0227855768693322,0.820177733923907,0.820177733923907,0.0227855768693322,FALSE,FALSE,FALSE
"Acetamidobutanoic acid","Bifidobacterium dentium",-0.121459488082627,0.223958086055752,0.821179648871092,0.121459488082627,FALSE,FALSE,FALSE
"Hexadecanedioic acid","Veillonella parvula",0.0277001021906376,0.782269683068704,0.830043323739265,0.0277001021906376,FALSE,FALSE,FALSE
"Hexadecanedioic acid","Prevotella denticola",-0.0215158353446746,0.830043323739265,0.830043323739265,0.0215158353446746,FALSE,FALSE,FALSE
"Hydroxy-methoxyphenylglycol sulfate","Prevotella denticola",-0.0629647319397029,0.529545761908824,0.832143340142437,0.0629647319397029,FALSE,FALSE,FALSE
"Succinate","Escherichia coli",0.0516580351861934,0.606109296380074,0.833400282522601,0.0516580351861934,FALSE,FALSE,FALSE
"Acetamidobutanoic acid","Escherichia coli",0.10294255697161,0.303200761068908,0.833802092939497,0.10294255697161,FALSE,FALSE,FALSE
"Benzoic acid/4-Hydroxybenzaldehyde","Bifidobacterium dentium",-0.0625208543241467,0.532457674043859,0.83680940231795,0.0625208543241467,FALSE,FALSE,FALSE
"Benzoic acid/4-Hydroxybenzaldehyde","Prevotella melaninogenica",0.0557047392410778,0.578150235054267,0.83680940231795,0.0557047392410778,FALSE,FALSE,FALSE
"Benzoic acid/4-Hydroxybenzaldehyde","Prevotella denticola",0.0326333014591112,0.744723228025512,0.83680940231795,0.0326333014591112,FALSE,FALSE,FALSE
"Benzoic acid/4-Hydroxybenzaldehyde","Streptococcus salivarius",-0.0306595936649703,0.75967897023267,0.83680940231795,0.0306595936649703,FALSE,FALSE,FALSE
"Benzoic acid/4-Hydroxybenzaldehyde","Escherichia coli",0.0305205722786088,0.760735820289045,0.83680940231795,0.0305205722786088,FALSE,FALSE,FALSE
"Hydroxypentanoic acid","Prevotella denticola",0.0636495861151302,0.525068701604725,0.83783405871685,0.0636495861151302,FALSE,FALSE,FALSE
"Hydroxypentanoic acid","Prevotella melaninogenica",0.0494237150909133,0.621797210093139,0.83783405871685,0.0494237150909133,FALSE,FALSE,FALSE
"Hydroxypentanoic acid","Bifidobacterium breve",0.0445177181318626,0.656835761600324,0.83783405871685,0.0445177181318626,FALSE,FALSE,FALSE
"Hydroxypentanoic acid","Eggerthella lenta",0.0405814899956769,0.685500593495605,0.83783405871685,0.0405814899956769,FALSE,FALSE,FALSE
"Hydroxycaproic acid","Haemophilus parainfluenzae",0.0389675018789787,0.69738720945559,0.844865974545657,0.0389675018789787,FALSE,FALSE,FALSE
"Hydroxycaproic acid","Veillonella atypica",0.0295587020663274,0.768059976859688,0.844865974545657,0.0295587020663274,FALSE,FALSE,FALSE
"Benzoic acid/4-Hydroxybenzaldehyde","Veillonella atypica",-0.0196075746068813,0.844919350081708,0.844919350081708,0.0196075746068813,FALSE,FALSE,FALSE
"Hexanoylcarnitine","Veillonella parvula",-0.0462781619412604,0.64417183315648,0.848244981781723,0.0462781619412604,FALSE,FALSE,FALSE
"Hexanoylcarnitine","Prevotella melaninogenica",0.0361421222578683,0.718371029978936,0.848244981781723,0.0361421222578683,FALSE,FALSE,FALSE
"Hexanoylcarnitine","Streptococcus salivarius",-0.0291560861461531,0.771131801619748,0.848244981781723,0.0291560861461531,FALSE,FALSE,FALSE
"Glucuronic acid","Prevotella melaninogenica",-0.0323944944833071,0.746527876753351,0.850099279458378,0.0323944944833071,FALSE,FALSE,FALSE
"Glucuronic acid","Veillonella atypica",-0.0289353398678428,0.772817526780343,0.850099279458378,0.0289353398678428,FALSE,FALSE,FALSE
"N8-Acetylspermidine","Veillonella atypica",0.0187348675290028,0.851741146937481,0.851741146937481,0.0187348675290028,FALSE,FALSE,FALSE
"N-Acetyl-L-alanine","Streptococcus salivarius",0.0730596447164616,0.465543989661792,0.853497314379953,0.0730596447164616,FALSE,FALSE,FALSE
"Pentose alcohols","Prevotella melaninogenica",0.0179286512735008,0.858052932204249,0.858052932204249,0.0179286512735008,FALSE,FALSE,FALSE
"Lactic acid","Eggerthella lenta",-0.0382867634178152,0.702422895392598,0.858516872146509,0.0382867634178152,FALSE,FALSE,FALSE
"Thiodiacetic acid","Escherichia coli",0.0218844897091378,0.827176174882567,0.861636597165521,0.0218844897091378,FALSE,FALSE,FALSE
"Thiodiacetic acid","Bifidobacterium breve",-0.020069625486238,0.84131217857579,0.861636597165521,0.020069625486238,FALSE,FALSE,FALSE
"Thiodiacetic acid","Veillonella parvula",0.0174714142048438,0.861636597165521,0.861636597165521,0.0174714142048438,FALSE,FALSE,FALSE
"N-Acetyl-L-alanine","Veillonella parvula",0.0591616671187185,0.554750061344555,0.871750096398587,0.0591616671187185,FALSE,FALSE,FALSE
"Decanoylcarnitine","Haemophilus parainfluenzae",-0.015947975332399,0.87359664036812,0.87359664036812,0.015947975332399,FALSE,FALSE,FALSE
"Malic acid","Streptococcus salivarius",0.0356712853943608,0.721888821354987,0.881575961744838,0.0356712853943608,FALSE,FALSE,FALSE
"Malic acid","Bifidobacterium longum",0.0182139702655412,0.855818155418896,0.881575961744838,0.0182139702655412,FALSE,FALSE,FALSE
"Malic acid","Prevotella denticola",0.0149336257697343,0.881575961744838,0.881575961744838,0.0149336257697343,FALSE,FALSE,FALSE
"Octanoylcarnitine","Veillonella parvula",-0.0356758749476844,0.721854503040477,0.88226661482725,0.0356758749476844,FALSE,FALSE,FALSE
"N-Acetyl-L-aspartic acid","Prevotella denticola",0.01471295053543,0.883313488078188,0.883923770392613,0.01471295053543,FALSE,FALSE,FALSE
"N-Acetyl-L-aspartic acid","Veillonella parvula",0.0146354581003154,0.883923770392613,0.883923770392613,0.0146354581003154,FALSE,FALSE,FALSE
"Pantothenic acid","Bifidobacterium dentium",0.0248819104155763,0.803951578586042,0.884346736444646,0.0248819104155763,FALSE,FALSE,FALSE
"Succinate","Bifidobacterium breve",-0.0177034984369509,0.859817246413497,0.888829840559866,0.0177034984369509,FALSE,FALSE,FALSE
"Succinate","Haemophilus parainfluenzae",0.014468571312696,0.885238297072256,0.888829840559866,0.014468571312696,FALSE,FALSE,FALSE
"Succinate","Streptococcus salivarius",-0.0140128039774606,0.888829840559866,0.888829840559866,0.0140128039774606,FALSE,FALSE,FALSE
"Galacturonic acid","Veillonella atypica",-0.0238917729891941,0.811605580377968,0.892766138415764,0.0238917729891941,FALSE,FALSE,FALSE
"Orotidine","Bifidobacterium breve",-0.0473197106902289,0.636726670659638,0.893599646168133,0.0473197106902289,FALSE,FALSE,FALSE
"Orotidine","Veillonella parvula",-0.0438667501637573,0.661543507622493,0.893599646168133,0.0438667501637573,FALSE,FALSE,FALSE
"Orotidine","Prevotella melaninogenica",-0.0344182134815702,0.731279059123934,0.893599646168133,0.0344182134815702,FALSE,FALSE,FALSE
"Orotidine","Streptococcus salivarius",0.0148101185707728,0.882548349365278,0.893599646168133,0.0148101185707728,FALSE,FALSE,FALSE
"Orotidine","Veillonella atypica",-0.0134079541964974,0.893599646168133,0.893599646168133,0.0134079541964974,FALSE,FALSE,FALSE
"Phenyllactic acid","Bifidobacterium dentium",-0.0909735950969138,0.363164284669227,0.895201282726105,0.0909735950969138,FALSE,FALSE,FALSE
"Phenyllactic acid","Veillonella parvula",0.0829984159334269,0.406909673966411,0.895201282726105,0.0829984159334269,FALSE,FALSE,FALSE
"Hydroxy-methoxyphenylglycol sulfate","Eggerthella lenta",-0.0451824744407362,0.652042106097624,0.896557895884234,0.0451824744407362,FALSE,FALSE,FALSE
"Hexanoylcarnitine","Veillonella atypica",0.0126372518420073,0.899682827706737,0.899682827706737,0.0126372518420073,FALSE,FALSE,FALSE
"Indoleacetic acid","Bifidobacterium dentium",-0.0127342530760423,0.898916866654668,0.901873431539822,0.0127342530760423,FALSE,FALSE,FALSE
"Indoleacetic acid","Veillonella atypica",0.0125239132604646,0.900577911618781,0.901873431539822,0.0125239132604646,FALSE,FALSE,FALSE
"Indoleacetic acid","Escherichia coli",0.0123598979893346,0.901873431539822,0.901873431539822,0.0123598979893346,FALSE,FALSE,FALSE
"Cystathionine","Streptococcus salivarius",-0.0370210250987535,0.711820186415874,0.90359247559071,0.0370210250987535,FALSE,FALSE,FALSE
"Cystathionine","Prevotella denticola",0.0237530256510705,0.812679566714644,0.90359247559071,0.0237530256510705,FALSE,FALSE,FALSE
"Cystathionine","Escherichia coli",-0.012161822701044,0.903438326787838,0.90359247559071,0.012161822701044,FALSE,FALSE,FALSE
"Cystathionine","Prevotella melaninogenica",0.0121423139895783,0.90359247559071,0.90359247559071,0.0121423139895783,FALSE,FALSE,FALSE
"Octanoylcarnitine","Haemophilus parainfluenzae",-0.022599375804984,0.821622758710536,0.90378503458159,0.022599375804984,FALSE,FALSE,FALSE
"p-Hydroxyphenyllactic acid","Haemophilus parainfluenzae",0.0223863416261467,0.823276754687503,0.904585342170148,0.0223863416261467,FALSE,FALSE,FALSE
"p-Hydroxyphenyllactic acid","Bifidobacterium dentium",0.0120166699420614,0.904585342170148,0.904585342170148,0.0120166699420614,FALSE,FALSE,FALSE
"Glucuronic acid","Bifidobacterium breve",-0.011499490671356,0.908673735863664,0.908673735863664,0.011499490671356,FALSE,FALSE,FALSE
"Hexoses","Bifidobacterium breve",0.0188242954602974,0.851041593066239,0.912583608299146,0.0188242954602974,FALSE,FALSE,FALSE
"Hexoses","Veillonella atypica",-0.0110051762677929,0.912583608299146,0.912583608299146,0.0110051762677929,FALSE,FALSE,FALSE
"Octanoylcarnitine","Veillonella atypica",-0.0109598408351758,0.912942303197476,0.912942303197476,0.0109598408351758,FALSE,FALSE,FALSE
"Guanidinosuccinic acid","Bifidobacterium breve",0.0322059326481318,0.747953794716531,0.914165749097982,0.0322059326481318,FALSE,FALSE,FALSE
"Indolelactic acid","Prevotella melaninogenica",-0.0105533198131644,0.916159478222118,0.916159478222118,0.0105533198131644,FALSE,FALSE,FALSE
"N-Acetylglycine","Prevotella denticola",-0.0100178946883339,0.920398846364207,0.920398846364207,0.0100178946883339,FALSE,FALSE,FALSE
"Acetamidobutanoic acid","Veillonella atypica",0.061928200954913,0.536357985252901,0.922189173607045,0.061928200954913,FALSE,FALSE,FALSE
"Acetamidobutanoic acid","Haemophilus parainfluenzae",0.0455952318872484,0.649072745358871,0.922189173607045,0.0455952318872484,FALSE,FALSE,FALSE
"Acetamidobutanoic acid","Prevotella denticola",-0.0446030305474129,0.656219777404086,0.922189173607045,0.0446030305474129,FALSE,FALSE,FALSE
"Acetamidobutanoic acid","Streptococcus salivarius",0.042232045476472,0.673423473420409,0.922189173607045,0.042232045476472,FALSE,FALSE,FALSE
"Acetamidobutanoic acid","Bifidobacterium breve",-0.0268510135365872,0.788785495839547,0.922189173607045,0.0268510135365872,FALSE,FALSE,FALSE
"Acetamidobutanoic acid","Veillonella parvula",0.0204488850850472,0.838353794188223,0.922189173607045,0.0204488850850472,FALSE,FALSE,FALSE
"Phenyllactic acid","Veillonella atypica",0.0670057694080244,0.503407863564607,0.922914416535112,0.0670057694080244,FALSE,FALSE,FALSE
"Phenyllactic acid","Streptococcus salivarius",0.0396464681524456,0.692377675472797,0.923056032198593,0.0396464681524456,FALSE,FALSE,FALSE
"Phenyllactic acid","Prevotella denticola",-0.0146064176636969,0.884152492340484,0.923056032198593,0.0146064176636969,FALSE,FALSE,FALSE
"Phenyllactic acid","Haemophilus parainfluenzae",-0.0105629447006799,0.916083291786478,0.923056032198593,0.0105629447006799,FALSE,FALSE,FALSE
"Phenyllactic acid","Prevotella melaninogenica",-0.0102385190801012,0.918651718409423,0.923056032198593,0.0102385190801012,FALSE,FALSE,FALSE
"Phenyllactic acid","Bifidobacterium breve",0.00968244095168809,0.923056032198593,0.923056032198593,0.00968244095168809,FALSE,FALSE,FALSE
"Pantothenic acid","Prevotella melaninogenica",-0.00909924023663462,0.92767766071446,0.92767766071446,0.00909924023663462,FALSE,FALSE,FALSE
"Hydroxypentanoic acid","Escherichia coli",0.0192529180218481,0.847690286391302,0.932459315030432,0.0192529180218481,FALSE,FALSE,FALSE
"Kynurenine","Bifidobacterium dentium",-0.0294322987016934,0.769024008412985,0.933338905962792,0.0294322987016934,FALSE,FALSE,FALSE
"Kynurenine","Streptococcus salivarius",-0.022583935855566,0.821742608224165,0.933338905962792,0.022583935855566,FALSE,FALSE,FALSE
"Kynurenine","Prevotella melaninogenica",0.0107332059463433,0.914735703724574,0.933338905962792,0.0107332059463433,FALSE,FALSE,FALSE
"Kynurenine","Haemophilus parainfluenzae",0.00838526198367696,0.933338905962792,0.933338905962792,0.00838526198367696,FALSE,FALSE,FALSE
"Pyridoxic acid","Bifidobacterium dentium",0.00791619489074184,0.937060038365597,0.937060038365597,0.00791619489074184,FALSE,FALSE,FALSE
"Galacturonic acid","Prevotella melaninogenica",-0.00694060663848736,0.944803674107083,0.944803674107083,0.00694060663848736,FALSE,FALSE,FALSE
"N-Acetyl-L-alanine","Haemophilus parainfluenzae",0.028872048848525,0.773301042752315,0.952066482927616,0.028872048848525,FALSE,FALSE,FALSE
"N-Acetyl-L-alanine","Bifidobacterium breve",-0.0171204575611696,0.864389181406668,0.952066482927616,0.0171204575611696,FALSE,FALSE,FALSE
"N-Acetyl-L-alanine","Veillonella atypica",0.0127392565653957,0.89887735958418,0.952066482927616,0.0127392565653957,FALSE,FALSE,FALSE
"N-Acetyl-L-alanine","Prevotella melaninogenica",-0.00602618546149443,0.952066482927616,0.952066482927616,0.00602618546149443,FALSE,FALSE,FALSE
"N6,N6,N6-Trimethyl-L-lysine","Streptococcus salivarius",-0.0874226976045558,0.382271458828625,0.953265559160264,0.0874226976045558,FALSE,FALSE,FALSE
"N6,N6,N6-Trimethyl-L-lysine","Veillonella atypica",-0.0784302984275252,0.433302526891029,0.953265559160264,0.0784302984275252,FALSE,FALSE,FALSE
"Threitol","Veillonella parvula",-0.0623599010489751,0.533515523380193,0.954310962787505,0.0623599010489751,FALSE,FALSE,FALSE
"Threitol","Haemophilus parainfluenzae",-0.0514891775017454,0.60728879450114,0.954310962787505,0.0514891775017454,FALSE,FALSE,FALSE
"Acetamidobutanoic acid","Prevotella melaninogenica",-0.00517172632889447,0.958856599535231,0.958856599535231,0.00517172632889447,FALSE,FALSE,FALSE
"Lactic acid","Escherichia coli",-0.00610637817330222,0.951429385131922,0.959089635026333,0.00610637817330222,FALSE,FALSE,FALSE
"Lactic acid","Haemophilus parainfluenzae",0.00514240837248784,0.959089635026333,0.959089635026333,0.00514240837248784,FALSE,FALSE,FALSE
"Pseudouridine","Bifidobacterium breve",0.00483697503257379,0.961517590922893,0.961517590922893,0.00483697503257379,FALSE,FALSE,FALSE
"Hydroxycaproic acid","Eggerthella lenta",0.00482296176477711,0.961628994033206,0.961628994033206,0.00482296176477711,FALSE,FALSE,FALSE
"Hydroxy-methoxyphenylglycol sulfate","Prevotella melaninogenica",0.0135963935661081,0.892113211030235,0.967895445779405,0.0135963935661081,FALSE,FALSE,FALSE
"Hydroxy-methoxyphenylglycol sulfate","Haemophilus parainfluenzae",0.00823140396562784,0.934559315044283,0.967895445779405,0.00823140396562784,FALSE,FALSE,FALSE
"Hydroxy-methoxyphenylglycol sulfate","Veillonella atypica",0.00403485350291893,0.967895445779405,0.967895445779405,0.00403485350291893,FALSE,FALSE,FALSE
"Phenylalanine","Bifidobacterium breve",0.00369919623614625,0.970564958350136,0.970564958350136,0.00369919623614625,FALSE,FALSE,FALSE
"N6,N6,N6-Trimethyl-L-lysine","Bifidobacterium breve",-0.0425308506813847,0.671245842037264,0.977557930396042,0.0425308506813847,FALSE,FALSE,FALSE
"N6,N6,N6-Trimethyl-L-lysine","Escherichia coli",0.0295358551311068,0.768234195843503,0.977557930396042,0.0295358551311068,FALSE,FALSE,FALSE
"N6,N6,N6-Trimethyl-L-lysine","Prevotella melaninogenica",-0.0248992389341847,0.803817787369791,0.977557930396042,0.0248992389341847,FALSE,FALSE,FALSE
"N6,N6,N6-Trimethyl-L-lysine","Veillonella parvula",-0.0175619836612758,0.860926520054784,0.977557930396042,0.0175619836612758,FALSE,FALSE,FALSE
"N6,N6,N6-Trimethyl-L-lysine","Haemophilus parainfluenzae",-0.0140306677228638,0.888689027632765,0.977557930396042,0.0140306677228638,FALSE,FALSE,FALSE
"Hydroxypentanoic acid","Veillonella atypica",0.0023121070634704,0.981599722849728,0.981599722849728,0.0023121070634704,FALSE,FALSE,FALSE
"Guanidinosuccinic acid","Veillonella parvula",-0.00710687203440187,0.943483575679058,0.981644200392408,0.00710687203440187,FALSE,FALSE,FALSE
"Guanidinosuccinic acid","Bifidobacterium dentium",-0.00230651721636723,0.981644200392408,0.981644200392408,0.00230651721636723,FALSE,FALSE,FALSE
"Tartaric acid","Bifidobacterium breve",0.0014802445535612,0.988219268098387,0.988219268098387,0.0014802445535612,FALSE,FALSE,FALSE
"N6,N6,N6-Trimethyl-L-lysine","Prevotella denticola",-0.000224479979723395,0.998213382431002,0.998213382431002,0.000224479979723395,FALSE,FALSE,FALSE
"Threitol","Veillonella atypica",-0.025206500535089,0.801446404386747,0.999391795191962,0.025206500535089,FALSE,FALSE,FALSE
"Threitol","Streptococcus salivarius",-0.0185973628890054,0.852817006942473,0.999391795191962,0.0185973628890054,FALSE,FALSE,FALSE
"Threitol","Prevotella melaninogenica",0.010103604480217,0.919720063789289,0.999391795191962,0.010103604480217,FALSE,FALSE,FALSE
"Threitol","Bifidobacterium breve",-7.64179788645362e-05,0.999391795191962,0.999391795191962,7.64179788645362e-05,FALSE,FALSE,FALSE
